Date,Location,Weather,Visibility_m,Traffic_Density_vehicles_per_min,Accident_Occurred,Severity
2021-01-03 07:00:00,Intersection A,Fog,276,13,0,Medium
2021-01-03 08:00:00,Bypass Road,Clear,282,55,0,High
2021-01-03 09:00:00,Highway 21,Cloudy,233,33,0,Medium
2021-01-03 10:00:00,Highway 21,Cloudy,217,75,0,High
2021-01-03 11:00:00,City Center,Storm,284,10,0,Low
2021-01-03 12:00:00,City Center,Cloudy,222,78,0,Medium
2021-01-03 13:00:00,City Center,Rain,273,59,0,Low
2021-01-03 14:00:00,Intersection A,Cloudy,192,70,1,Low
2021-01-03 15:00:00,Highway 21,Cloudy,142,80,1,Low
2021-01-03 16:00:00,Sector 62,Storm,80,33,0,Low
2021-01-03 17:00:00,Highway 21,Fog,192,57,0,Medium
2021-01-03 18:00:00,City Center,Cloudy,202,57,0,Medium
2021-01-03 19:00:00,Sector 62,Fog,241,55,1,High
2021-01-03 20:00:00,Bypass Road,Fog,212,46,1,High
2021-01-03 21:00:00,Sector 62,Storm,296,63,1,Low
2021-01-03 22:00:00,Highway 21,Storm,93,48,0,High
2021-01-03 23:00:00,Bypass Road,Storm,85,20,0,Medium
2021-01-04 00:00:00,Highway 21,Fog,295,13,1,High
2021-01-04 01:00:00,Sector 16,Clear,138,76,0,High
2021-01-04 02:00:00,Highway 21,Cloudy,65,36,1,High
2021-01-04 03:00:00,Sector 62,Fog,204,5,1,High
2021-01-04 04:00:00,Sector 62,Clear,53,49,0,High
2021-01-04 05:00:00,Bypass Road,Clear,262,31,1,Low
2021-01-04 06:00:00,Intersection A,Storm,93,5,0,Medium
2021-01-04 07:00:00,Sector 62,Storm,245,44,0,High
2021-01-04 08:00:00,Bypass Road,Rain,129,75,0,Low
2021-01-04 09:00:00,City Center,Cloudy,197,40,0,Low
2021-01-04 10:00:00,Sector 16,Rain,268,52,0,Low
2021-01-04 11:00:00,Sector 16,Cloudy,40,47,0,High
2021-01-04 12:00:00,City Center,Storm,148,35,0,High
2021-01-04 13:00:00,Bypass Road,Rain,51,59,0,Medium
2021-01-04 14:00:00,Sector 62,Storm,210,70,0,Low
2021-01-04 15:00:00,City Center,Storm,159,71,0,High
2021-01-04 16:00:00,Sector 62,Storm,48,74,0,Medium
2021-01-04 17:00:00,Intersection A,Rain,63,37,0,Low
2021-01-04 18:00:00,Sector 62,Clear,312,39,0,Medium
2021-01-04 19:00:00,Bypass Road,Clear,98,11,1,High
2021-01-04 20:00:00,City Center,Cloudy,162,45,0,High
2021-01-04 21:00:00,Sector 62,Rain,179,27,1,Medium
2021-01-04 22:00:00,Highway 21,Storm,236,68,1,Low
2021-01-04 23:00:00,Intersection B,Rain,287,72,0,High
2021-01-05 00:00:00,Bypass Road,Clear,32,61,0,Low
2021-01-05 01:00:00,Intersection A,Storm,195,14,0,Medium
2021-01-05 02:00:00,Intersection A,Fog,172,88,0,Medium
2021-01-05 03:00:00,Sector 16,Cloudy,152,88,0,High
2021-01-05 04:00:00,Bypass Road,Clear,158,41,0,Low
2021-01-05 05:00:00,City Center,Rain,300,45,0,High
2021-01-05 06:00:00,Sector 16,Rain,50,54,0,Low
2021-01-05 07:00:00,Sector 62,Clear,98,85,0,High
2021-01-05 08:00:00,Intersection B,Rain,163,12,1,High
2021-01-05 09:00:00,Sector 62,Clear,99,55,0,Medium
2021-01-05 10:00:00,Intersection B,Clear,258,57,0,Low
2021-01-05 11:00:00,City Center,Clear,184,31,0,High
2021-01-05 12:00:00,City Center,Clear,206,17,0,Medium
2021-01-05 13:00:00,Intersection A,Clear,249,52,0,Low
2021-01-05 14:00:00,Intersection A,Rain,232,81,0,Low
2021-01-05 15:00:00,Sector 62,Clear,181,41,1,Low
2021-01-05 16:00:00,Bypass Road,Storm,171,42,0,Medium
2021-01-05 17:00:00,Intersection B,Rain,202,18,1,High
2021-01-05 18:00:00,Sector 16,Storm,93,8,0,Low
2021-01-05 19:00:00,Bypass Road,Fog,151,10,0,Low
2021-01-05 20:00:00,Bypass Road,Storm,279,82,1,Medium
2021-01-05 21:00:00,Sector 16,Cloudy,241,77,0,High
2021-01-05 22:00:00,Sector 62,Clear,33,15,0,Low
2021-01-05 23:00:00,Intersection B,Cloudy,295,18,0,Low
2021-01-06 00:00:00,Sector 16,Cloudy,103,31,0,High
2021-01-06 01:00:00,City Center,Fog,82,76,0,Low
2021-01-06 02:00:00,Intersection A,Cloudy,267,66,0,Medium
2021-01-06 03:00:00,Sector 16,Storm,270,54,0,Low
2021-01-06 04:00:00,Sector 16,Storm,221,49,0,Medium
2021-01-06 05:00:00,Sector 16,Cloudy,140,67,0,Low
2021-01-06 06:00:00,Sector 62,Storm,35,36,0,Low
2021-01-06 07:00:00,Highway 21,Fog,182,14,0,Medium
2021-01-06 08:00:00,Intersection B,Cloudy,261,50,0,Medium
2021-01-06 09:00:00,Bypass Road,Storm,120,7,0,Medium
2021-01-06 10:00:00,Intersection A,Cloudy,213,65,0,Low
2021-01-06 11:00:00,Sector 62,Fog,211,19,0,High
2021-01-06 12:00:00,Intersection A,Cloudy,133,78,0,Medium
2021-01-06 13:00:00,Intersection B,Clear,53,76,1,Medium
2021-01-06 14:00:00,Intersection A,Clear,134,54,0,Medium
2021-01-06 15:00:00,Intersection B,Fog,61,20,0,High
2021-01-06 16:00:00,Sector 62,Storm,137,9,1,High
2021-01-06 17:00:00,Sector 16,Storm,319,84,0,Medium
2021-01-06 18:00:00,City Center,Rain,64,62,1,Medium
2021-01-06 19:00:00,Sector 16,Clear,305,21,0,Medium
2021-01-06 20:00:00,City Center,Fog,284,59,0,High
2021-01-06 21:00:00,Highway 21,Rain,227,57,0,Medium
2021-01-06 22:00:00,Intersection A,Clear,51,87,0,Low
2021-01-06 23:00:00,Bypass Road,Clear,252,52,1,High
2021-01-07 00:00:00,Intersection A,Rain,235,55,1,Medium
2021-01-07 01:00:00,Sector 62,Clear,257,9,0,Medium
2021-01-07 02:00:00,Sector 16,Fog,257,28,0,High
2021-01-07 03:00:00,Highway 21,Clear,271,56,1,Medium
2021-01-07 04:00:00,Highway 21,Rain,39,50,1,Medium
2021-01-07 05:00:00,Sector 16,Fog,121,72,1,Low
2021-01-07 06:00:00,Sector 16,Fog,109,30,0,High
2021-01-07 07:00:00,Sector 62,Storm,134,43,0,Medium
2021-01-07 08:00:00,Intersection B,Storm,275,68,0,Medium
2021-01-07 09:00:00,Sector 16,Rain,186,22,1,High
2021-01-07 10:00:00,Highway 21,Clear,26,51,0,Low
2021-01-07 11:00:00,Highway 21,Clear,276,39,0,Low
2021-01-07 12:00:00,Sector 16,Rain,150,12,0,High
2021-01-07 13:00:00,Highway 21,Cloudy,287,26,1,High
2021-01-07 14:00:00,Intersection B,Cloudy,71,42,0,Medium
2021-01-07 15:00:00,Sector 62,Clear,230,53,1,Medium
2021-01-07 16:00:00,Bypass Road,Rain,218,7,1,High
2021-01-07 17:00:00,Sector 16,Storm,240,59,0,Low
2021-01-07 18:00:00,City Center,Rain,304,37,0,Low
2021-01-07 19:00:00,City Center,Clear,153,34,0,High
2021-01-07 20:00:00,Intersection A,Fog,300,47,1,High
2021-01-07 21:00:00,Sector 62,Cloudy,194,34,0,Medium
2021-01-07 22:00:00,Sector 16,Rain,211,15,1,Medium
2021-01-07 23:00:00,Highway 21,Fog,267,48,0,High
2021-01-08 00:00:00,Sector 16,Rain,92,72,0,Low
2021-01-08 01:00:00,Intersection B,Fog,64,19,0,High
2021-01-08 02:00:00,Sector 62,Fog,126,18,0,High
2021-01-08 03:00:00,Highway 21,Storm,157,56,0,High
2021-01-08 04:00:00,Intersection B,Fog,273,10,0,Low
2021-01-08 05:00:00,Sector 62,Clear,255,21,0,High
2021-01-08 06:00:00,Intersection B,Rain,281,79,0,High
2021-01-08 07:00:00,Bypass Road,Clear,134,29,1,Low
2021-01-08 08:00:00,Highway 21,Fog,33,39,1,Low
2021-01-08 09:00:00,Intersection B,Storm,231,62,1,Medium
2021-01-08 10:00:00,Sector 62,Cloudy,231,36,0,Medium
2021-01-08 11:00:00,Bypass Road,Cloudy,36,46,0,Low
2021-01-08 12:00:00,City Center,Rain,147,5,0,Medium
2021-01-08 13:00:00,Highway 21,Fog,277,48,0,High
2021-01-08 14:00:00,Intersection B,Rain,161,88,0,High
2021-01-08 15:00:00,Sector 16,Cloudy,39,74,0,High
2021-01-08 16:00:00,City Center,Clear,110,22,0,Medium
2021-01-08 17:00:00,Intersection A,Fog,178,44,0,Medium
2021-01-08 18:00:00,Sector 16,Clear,148,28,0,Medium
2021-01-08 19:00:00,Highway 21,Fog,71,63,0,High
2021-01-08 20:00:00,City Center,Storm,110,76,0,High
2021-01-08 21:00:00,Bypass Road,Clear,318,65,1,Medium
2021-01-08 22:00:00,Intersection A,Storm,181,51,0,Low
2021-01-08 23:00:00,Sector 16,Cloudy,301,11,0,Medium
2021-01-09 00:00:00,City Center,Clear,313,53,0,Low
2021-01-09 01:00:00,City Center,Storm,46,59,0,Low
2021-01-09 02:00:00,Intersection A,Fog,182,55,0,Low
2021-01-09 03:00:00,Intersection A,Cloudy,70,34,1,Medium
2021-01-09 04:00:00,Sector 16,Clear,91,82,0,Low
2021-01-09 05:00:00,Bypass Road,Cloudy,55,19,0,High
2021-01-09 06:00:00,Bypass Road,Storm,193,81,0,High
2021-01-09 07:00:00,Intersection A,Rain,252,75,0,Medium
2021-01-09 08:00:00,City Center,Rain,311,35,0,Low
2021-01-09 09:00:00,Highway 21,Fog,47,42,1,Low
2021-01-09 10:00:00,Intersection A,Fog,245,16,0,Low
2021-01-09 11:00:00,Intersection B,Cloudy,266,83,0,Low
2021-01-09 12:00:00,Intersection B,Storm,241,78,1,High
2021-01-09 13:00:00,Sector 62,Cloudy,192,37,0,Low
2021-01-09 14:00:00,Intersection B,Clear,313,16,0,Low
2021-01-09 15:00:00,Sector 16,Fog,125,41,0,Low
2021-01-09 16:00:00,Intersection B,Fog,157,15,0,Medium
2021-01-09 17:00:00,Intersection B,Fog,42,50,0,Medium
2021-01-09 18:00:00,Bypass Road,Rain,42,51,0,High
2021-01-09 19:00:00,Sector 62,Cloudy,57,39,0,Medium
2021-01-09 20:00:00,Sector 62,Storm,161,48,0,High
2021-01-09 21:00:00,Intersection A,Rain,221,11,0,Medium
2021-01-09 22:00:00,Sector 62,Rain,82,35,0,Medium
2021-01-09 23:00:00,Intersection B,Rain,45,49,0,Low
2021-01-10 00:00:00,Intersection B,Storm,240,13,1,High
2021-01-10 01:00:00,Intersection A,Cloudy,145,76,0,Medium
2021-01-10 02:00:00,Sector 16,Fog,142,78,0,High
2021-01-10 03:00:00,Sector 62,Storm,226,13,0,Low
2021-01-10 04:00:00,Highway 21,Storm,118,45,1,High
2021-01-10 05:00:00,Intersection A,Fog,315,79,0,Low
2021-01-10 06:00:00,Sector 62,Storm,317,25,0,High
2021-01-10 07:00:00,Sector 62,Rain,241,58,1,High
2021-01-10 08:00:00,Highway 21,Clear,169,54,1,High
2021-01-10 09:00:00,Intersection A,Rain,121,75,0,Low
2021-01-10 10:00:00,Sector 16,Cloudy,117,26,0,High
2021-01-10 11:00:00,Highway 21,Cloudy,113,83,0,Low
2021-01-10 12:00:00,Bypass Road,Storm,282,32,0,Medium
2021-01-10 13:00:00,Sector 16,Fog,310,20,1,High
2021-01-10 14:00:00,Intersection B,Rain,50,58,0,Low
2021-01-10 15:00:00,Sector 16,Storm,215,70,0,High
2021-01-10 16:00:00,City Center,Storm,265,32,0,High
2021-01-10 17:00:00,Bypass Road,Fog,284,11,0,Low
2021-01-10 18:00:00,Intersection A,Clear,308,60,0,Medium
2021-01-10 19:00:00,Sector 16,Clear,134,88,1,High
2021-01-10 20:00:00,Sector 16,Clear,76,54,0,Medium
2021-01-10 21:00:00,Bypass Road,Storm,65,77,1,Low
2021-01-10 22:00:00,Bypass Road,Fog,47,51,0,Medium
2021-01-10 23:00:00,Intersection A,Clear,290,65,0,High
2021-01-11 00:00:00,Sector 16,Fog,161,67,0,High
2021-01-11 01:00:00,Sector 62,Rain,256,55,0,Medium
2021-01-11 02:00:00,Sector 16,Cloudy,118,38,1,Low
2021-01-11 03:00:00,Bypass Road,Rain,252,59,0,Medium
2021-01-11 04:00:00,Sector 62,Storm,63,52,0,Low
2021-01-11 05:00:00,Sector 62,Fog,124,63,0,Medium
2021-01-11 06:00:00,Bypass Road,Storm,135,89,0,High
2021-01-11 07:00:00,Intersection A,Clear,182,71,1,Low
2021-01-11 08:00:00,Intersection B,Clear,172,23,0,Low
2021-01-11 09:00:00,Bypass Road,Clear,315,39,0,Low
2021-01-11 10:00:00,Sector 16,Fog,308,86,0,High
2021-01-11 11:00:00,City Center,Cloudy,191,45,0,Medium
2021-01-11 12:00:00,Intersection B,Rain,284,37,0,High
2021-01-11 13:00:00,Highway 21,Clear,76,72,0,Low
2021-01-11 14:00:00,Intersection A,Storm,127,51,0,Medium
2021-01-11 15:00:00,Intersection A,Cloudy,97,78,0,Low
2021-01-11 16:00:00,Highway 21,Rain,200,27,1,Medium
2021-01-11 17:00:00,Sector 16,Cloudy,47,36,0,Medium
2021-01-11 18:00:00,Highway 21,Fog,151,72,0,Low
2021-01-11 19:00:00,Bypass Road,Fog,75,71,0,High
2021-01-11 20:00:00,Sector 16,Storm,187,54,0,Medium
2021-01-11 21:00:00,City Center,Clear,168,21,1,Medium
2021-01-11 22:00:00,Highway 21,Rain,262,16,0,Low
2021-01-11 23:00:00,Sector 16,Cloudy,198,66,0,Low
2021-01-12 00:00:00,Intersection A,Fog,273,52,0,High
2021-01-12 01:00:00,Bypass Road,Fog,281,46,0,Low
2021-01-12 02:00:00,Sector 62,Storm,87,58,0,Medium
2021-01-12 03:00:00,City Center,Clear,84,22,0,High
2021-01-12 04:00:00,Intersection B,Fog,155,78,1,Low
2021-01-12 05:00:00,Sector 16,Fog,280,69,0,Low
2021-01-12 06:00:00,Intersection A,Fog,246,20,0,Medium
2021-01-12 07:00:00,Intersection A,Fog,234,39,0,High
2021-01-12 08:00:00,Highway 21,Storm,30,79,0,High
2021-01-12 09:00:00,Intersection A,Clear,301,63,0,Low
2021-01-12 10:00:00,Intersection B,Cloudy,247,57,0,Medium
2021-01-12 11:00:00,Intersection A,Rain,281,44,0,Medium
2021-01-12 12:00:00,Intersection B,Cloudy,278,53,0,High
2021-01-12 13:00:00,Bypass Road,Cloudy,292,17,0,Medium
2021-01-12 14:00:00,Intersection A,Storm,73,88,0,High
2021-01-12 15:00:00,Bypass Road,Cloudy,227,48,0,High
2021-01-12 16:00:00,Highway 21,Fog,139,73,0,Medium
2021-01-12 17:00:00,Intersection B,Storm,264,11,1,High
2021-01-12 18:00:00,City Center,Storm,55,43,0,Medium
2021-01-12 19:00:00,Intersection B,Clear,194,70,0,Medium
2021-01-12 20:00:00,Intersection B,Storm,201,71,0,High
2021-01-12 21:00:00,Intersection B,Storm,141,69,0,High
2021-01-12 22:00:00,Intersection A,Cloudy,122,59,0,High
2021-01-12 23:00:00,City Center,Storm,105,80,1,High
2021-01-13 00:00:00,Bypass Road,Cloudy,53,14,0,High
2021-01-13 01:00:00,City Center,Rain,69,51,0,Medium
2021-01-13 02:00:00,Intersection B,Storm,181,50,0,Low
2021-01-13 03:00:00,City Center,Storm,220,25,0,Low
2021-01-13 04:00:00,Intersection A,Cloudy,249,10,0,Medium
2021-01-13 05:00:00,Sector 62,Fog,239,57,1,High
2021-01-13 06:00:00,Highway 21,Rain,72,48,0,Medium
2021-01-13 07:00:00,City Center,Rain,151,76,0,Low
2021-01-13 08:00:00,Intersection A,Rain,253,69,0,High
2021-01-13 09:00:00,City Center,Storm,163,6,0,High
2021-01-13 10:00:00,City Center,Fog,65,17,0,High
2021-01-13 11:00:00,City Center,Fog,105,27,0,Low
2021-01-13 12:00:00,City Center,Clear,92,41,0,High
2021-01-13 13:00:00,Intersection A,Rain,38,43,0,Medium
2021-01-13 14:00:00,Intersection B,Rain,73,7,0,Medium
2021-01-13 15:00:00,Sector 62,Rain,26,82,0,Low
2021-01-13 16:00:00,City Center,Rain,130,25,0,Low
2021-01-13 17:00:00,Highway 21,Fog,190,87,0,Low
2021-01-13 18:00:00,Sector 16,Cloudy,292,8,0,High
2021-01-13 19:00:00,Sector 62,Clear,301,45,0,High
2021-01-13 20:00:00,Highway 21,Rain,130,17,0,High
2021-01-13 21:00:00,City Center,Cloudy,99,50,0,Medium
2021-01-13 22:00:00,Highway 21,Fog,206,81,0,Medium
2021-01-13 23:00:00,Intersection A,Rain,102,44,0,Medium
2021-01-14 00:00:00,Sector 62,Rain,40,68,0,Medium
2021-01-14 01:00:00,Intersection B,Fog,165,6,1,Medium
2021-01-14 02:00:00,Highway 21,Rain,109,86,0,Low
2021-01-14 03:00:00,Sector 62,Cloudy,79,81,0,Low
2021-01-14 04:00:00,Bypass Road,Cloudy,312,14,0,Low
2021-01-14 05:00:00,Intersection B,Rain,48,34,1,Medium
2021-01-14 06:00:00,Intersection A,Fog,69,19,0,High
2021-01-14 07:00:00,Intersection B,Clear,125,47,0,Low
2021-01-14 08:00:00,Intersection A,Clear,82,33,0,Low
2021-01-14 09:00:00,City Center,Cloudy,276,47,1,High
2021-01-14 10:00:00,Intersection B,Cloudy,119,38,0,Low
2021-01-14 11:00:00,Sector 16,Storm,205,59,0,Low
2021-01-14 12:00:00,Intersection B,Storm,169,7,0,Medium
2021-01-14 13:00:00,Intersection B,Clear,161,13,1,High
2021-01-14 14:00:00,Sector 62,Storm,316,46,0,High
2021-01-14 15:00:00,Sector 62,Cloudy,177,83,0,Low
2021-01-14 16:00:00,Intersection A,Rain,309,84,0,High
2021-01-14 17:00:00,Highway 21,Rain,98,38,0,Medium
2021-01-14 18:00:00,Intersection A,Rain,163,56,0,High
2021-01-14 19:00:00,Intersection B,Cloudy,66,29,0,Medium
2021-01-14 20:00:00,Intersection B,Storm,193,59,0,Medium
2021-01-14 21:00:00,Sector 16,Fog,235,31,0,Medium
2021-01-14 22:00:00,Highway 21,Fog,125,76,0,Low
2021-01-14 23:00:00,Sector 62,Fog,49,62,0,High
2021-01-15 00:00:00,Intersection A,Clear,148,57,0,Low
2021-01-15 01:00:00,Sector 16,Storm,138,23,0,High
2021-01-15 02:00:00,Sector 62,Storm,32,64,0,Low
2021-01-15 03:00:00,Intersection A,Fog,217,60,0,High
2021-01-15 04:00:00,City Center,Storm,37,49,0,Low
2021-01-15 05:00:00,Highway 21,Rain,219,61,0,Medium
2021-01-15 06:00:00,Highway 21,Fog,81,21,1,Medium
2021-01-15 07:00:00,Highway 21,Cloudy,231,89,0,High
2021-01-15 08:00:00,Intersection B,Rain,225,15,1,High
2021-01-15 09:00:00,Sector 62,Fog,52,11,0,High
2021-01-15 10:00:00,City Center,Rain,147,51,0,High
2021-01-15 11:00:00,Intersection A,Storm,112,82,0,High
2021-01-15 12:00:00,Sector 16,Cloudy,303,32,0,Low
2021-01-15 13:00:00,Highway 21,Fog,208,63,1,Medium
2021-01-15 14:00:00,Bypass Road,Fog,303,73,0,Medium
2021-01-15 15:00:00,Highway 21,Rain,26,11,1,High
2021-01-15 16:00:00,Sector 62,Fog,93,89,0,Low
2021-01-15 17:00:00,City Center,Fog,168,73,0,Medium
2021-01-15 18:00:00,Intersection A,Storm,249,69,0,High
2021-01-15 19:00:00,Intersection B,Cloudy,217,58,0,Medium
2021-01-15 20:00:00,Highway 21,Fog,130,54,0,Low
2021-01-15 21:00:00,Intersection A,Fog,271,26,0,High
2021-01-15 22:00:00,Intersection B,Clear,215,56,0,Medium
2021-01-15 23:00:00,Highway 21,Rain,219,41,0,Low
2021-01-16 00:00:00,City Center,Storm,300,70,0,Low
2021-01-16 01:00:00,Highway 21,Rain,230,29,0,Medium
2021-01-16 02:00:00,Intersection A,Fog,85,79,0,High
2021-01-16 03:00:00,Intersection A,Clear,204,47,0,High
2021-01-16 04:00:00,Sector 16,Clear,301,45,1,Low
2021-01-16 05:00:00,Intersection B,Storm,67,17,0,Medium
2021-01-16 06:00:00,Sector 16,Clear,273,37,0,Medium
2021-01-16 07:00:00,Highway 21,Clear,97,41,0,Low
2021-01-16 08:00:00,City Center,Clear,96,78,0,High
2021-01-16 09:00:00,City Center,Cloudy,196,87,0,Low
2021-01-16 10:00:00,Highway 21,Clear,30,63,0,Low
2021-01-16 11:00:00,Highway 21,Clear,265,19,0,Low
2021-01-16 12:00:00,Intersection A,Rain,126,32,0,Medium
2021-01-16 13:00:00,Intersection A,Clear,45,28,0,Medium
2021-01-16 14:00:00,Bypass Road,Fog,295,67,1,Low
2021-01-16 15:00:00,Intersection A,Clear,261,8,0,Low
2021-01-16 16:00:00,Sector 16,Storm,311,89,1,Medium
2021-01-16 17:00:00,Highway 21,Storm,115,89,0,Medium
2021-01-16 18:00:00,Intersection B,Cloudy,316,49,0,Medium
2021-01-16 19:00:00,Sector 62,Rain,260,71,0,Medium
2021-01-16 20:00:00,Intersection A,Cloudy,29,6,0,Medium
2021-01-16 21:00:00,Bypass Road,Storm,155,30,0,Low
2021-01-16 22:00:00,Bypass Road,Fog,139,28,0,Medium
2021-01-16 23:00:00,City Center,Rain,265,42,0,Medium
2021-01-17 00:00:00,City Center,Clear,79,49,0,High
2021-01-17 01:00:00,Bypass Road,Cloudy,169,70,0,High
2021-01-17 02:00:00,City Center,Storm,287,79,0,High
2021-01-17 03:00:00,Intersection B,Cloudy,92,88,0,Low
2021-01-17 04:00:00,City Center,Clear,32,48,1,High
2021-01-17 05:00:00,Highway 21,Clear,107,19,0,Low
2021-01-17 06:00:00,Sector 16,Clear,25,65,0,Medium
2021-01-17 07:00:00,Bypass Road,Storm,58,24,0,Low
2021-01-17 08:00:00,Intersection B,Cloudy,134,66,0,Low
2021-01-17 09:00:00,Intersection A,Storm,53,39,0,Medium
2021-01-17 10:00:00,Bypass Road,Clear,275,55,0,Medium
2021-01-17 11:00:00,Intersection B,Cloudy,183,77,0,Medium
2021-01-17 12:00:00,Intersection A,Cloudy,35,13,0,Medium
2021-01-17 13:00:00,Bypass Road,Fog,178,80,0,Low
2021-01-17 14:00:00,Intersection A,Cloudy,245,67,1,Low
2021-01-17 15:00:00,Bypass Road,Storm,138,44,0,Medium
2021-01-17 16:00:00,City Center,Clear,182,15,1,Medium
2021-01-17 17:00:00,Intersection A,Storm,277,54,0,Medium
2021-01-17 18:00:00,Sector 16,Rain,41,77,0,Medium
2021-01-17 19:00:00,Intersection B,Rain,59,66,0,High
2021-01-17 20:00:00,Bypass Road,Rain,177,62,0,Medium
2021-01-17 21:00:00,Intersection A,Storm,282,13,0,High
2021-01-17 22:00:00,Highway 21,Storm,165,86,0,Low
2021-01-17 23:00:00,City Center,Rain,189,16,0,High
2021-01-18 00:00:00,Intersection B,Clear,42,76,0,High
2021-01-18 01:00:00,Bypass Road,Rain,284,33,0,Medium
2021-01-18 02:00:00,Intersection B,Cloudy,106,52,0,High
2021-01-18 03:00:00,City Center,Rain,228,33,0,Medium
2021-01-18 04:00:00,Bypass Road,Clear,229,43,0,High
2021-01-18 05:00:00,Bypass Road,Storm,288,67,0,High
2021-01-18 06:00:00,Bypass Road,Rain,107,39,1,Medium
2021-01-18 07:00:00,Sector 16,Storm,97,55,0,Low
2021-01-18 08:00:00,Intersection A,Rain,300,81,0,Low
2021-01-18 09:00:00,Bypass Road,Rain,107,67,0,High
2021-01-18 10:00:00,Bypass Road,Rain,301,81,0,Low
2021-01-18 11:00:00,City Center,Fog,237,24,0,High
2021-01-18 12:00:00,Bypass Road,Cloudy,77,78,0,High
2021-01-18 13:00:00,Sector 16,Clear,252,85,0,Low
2021-01-18 14:00:00,Bypass Road,Storm,241,24,0,Medium
2021-01-18 15:00:00,Intersection A,Storm,30,81,0,Medium
2021-01-18 16:00:00,Intersection B,Fog,241,27,0,Low
2021-01-18 17:00:00,Intersection B,Clear,245,34,0,Low
2021-01-18 18:00:00,Intersection B,Storm,53,48,0,Medium
2021-01-18 19:00:00,Highway 21,Clear,77,22,0,Low
2021-01-18 20:00:00,Bypass Road,Cloudy,304,20,0,High
2021-01-18 21:00:00,Sector 62,Storm,240,18,0,Medium
2021-01-18 22:00:00,Sector 62,Storm,129,33,0,Low
2021-01-18 23:00:00,Sector 62,Cloudy,71,72,0,Low
2021-01-19 00:00:00,Sector 16,Rain,161,53,0,High
2021-01-19 01:00:00,City Center,Cloudy,155,20,0,Low
2021-01-19 02:00:00,Intersection B,Fog,105,89,0,Medium
2021-01-19 03:00:00,Sector 16,Storm,253,45,0,High
2021-01-19 04:00:00,Intersection B,Storm,33,33,0,High
2021-01-19 05:00:00,Highway 21,Cloudy,99,39,1,High
2021-01-19 06:00:00,City Center,Fog,267,89,0,Medium
2021-01-19 07:00:00,Intersection B,Rain,60,50,0,Low
2021-01-19 08:00:00,Sector 16,Cloudy,213,16,0,Low
2021-01-19 09:00:00,Intersection B,Rain,298,13,0,High
2021-01-19 10:00:00,Intersection B,Cloudy,80,49,0,High
2021-01-19 11:00:00,City Center,Cloudy,288,68,0,Medium
2021-01-19 12:00:00,Intersection B,Clear,97,40,0,High
2021-01-19 13:00:00,Highway 21,Storm,295,61,0,High
2021-01-19 14:00:00,Sector 16,Rain,148,33,0,High
2021-01-19 15:00:00,Sector 62,Storm,152,36,0,High
2021-01-19 16:00:00,City Center,Cloudy,217,20,0,High
2021-01-19 17:00:00,Bypass Road,Storm,294,46,0,Medium
2021-01-19 18:00:00,Highway 21,Rain,150,84,1,High
2021-01-19 19:00:00,Intersection A,Clear,208,50,0,High
2021-01-19 20:00:00,Sector 62,Cloudy,190,66,0,Medium
2021-01-19 21:00:00,Sector 16,Storm,133,71,0,Low
2021-01-19 22:00:00,Sector 62,Fog,214,69,0,High
2021-01-19 23:00:00,Highway 21,Cloudy,75,44,0,Low
2021-01-20 00:00:00,Bypass Road,Storm,39,89,0,Low
2021-01-20 01:00:00,Bypass Road,Storm,319,25,0,Medium
2021-01-20 02:00:00,Intersection B,Clear,308,64,0,Medium
2021-01-20 03:00:00,Highway 21,Cloudy,70,45,0,High
2021-01-20 04:00:00,Sector 16,Rain,55,76,0,High
2021-01-20 05:00:00,Sector 62,Cloudy,117,23,0,High
2021-01-20 06:00:00,Sector 62,Clear,208,19,0,High
2021-01-20 07:00:00,Intersection B,Cloudy,187,26,0,High
2021-01-20 08:00:00,Highway 21,Storm,65,61,0,Low
2021-01-20 09:00:00,Intersection A,Clear,31,9,0,Medium
2021-01-20 10:00:00,Sector 62,Fog,138,76,0,Medium
2021-01-20 11:00:00,Intersection B,Fog,33,21,0,Medium
2021-01-20 12:00:00,Sector 16,Storm,224,8,0,High
2021-01-20 13:00:00,Sector 62,Fog,109,76,0,High
2021-01-20 14:00:00,Intersection A,Rain,55,14,0,Low
2021-01-20 15:00:00,City Center,Rain,124,54,0,Low
2021-01-20 16:00:00,Intersection A,Rain,224,82,0,Medium
2021-01-20 17:00:00,Sector 62,Clear,30,66,0,Low
2021-01-20 18:00:00,Bypass Road,Clear,270,73,0,Medium
2021-01-20 19:00:00,Highway 21,Cloudy,285,23,0,High
2021-01-20 20:00:00,Intersection A,Storm,94,41,0,Medium
2021-01-20 21:00:00,Intersection B,Rain,311,40,0,High
2021-01-20 22:00:00,Intersection B,Cloudy,172,61,0,Medium
2021-01-20 23:00:00,Sector 16,Cloudy,192,67,0,High
2021-01-21 00:00:00,City Center,Clear,311,57,0,Medium
2021-01-21 01:00:00,Sector 62,Clear,186,38,0,Medium
2021-01-21 02:00:00,City Center,Fog,234,66,0,High
2021-01-21 03:00:00,City Center,Rain,250,74,0,Medium
2021-01-21 04:00:00,Sector 62,Fog,95,6,0,High
2021-01-21 05:00:00,Bypass Road,Rain,205,79,0,High
2021-01-21 06:00:00,Intersection B,Clear,181,70,0,High
2021-01-21 07:00:00,Sector 62,Fog,78,12,0,High
